fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,goblin_gang,miner,hog_rider,ice_wizard,building_inferno,zap,mirror,angry_barbarian,fire_fireball,electro_wizard,3,0
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,goblin_gang,miner,goblin_gang,hog_rider,skeleton_horde,goblin_barrel,building_inferno,electro_wizard,the_log,fire_fireball,3,2
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,goblin_gang,miner,hog_rider,three_musketeers,knight,goblin_gang,snow_spirits,skeletons,zap,building_elixir_collector,1,0
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,goblin_gang,miner,royal_giant,knight,lightning,tornado,angry_barbarian,executioner,archers,firespirit_hut,1,0
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,goblin_gang,miner,bandit,building_inferno,goblin_gang,battle_ram,miner,electro_wizard,poison,the_log,3,1
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,goblin_gang,miner,minion,giant,fire_fireball,musketeer,zap,skeletons,hog_rider,the_log,3,1
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,goblin_gang,miner,goblin_gang,musketeer,poison,mega_minion,chaos_cannon,order_volley,graveyard,giant,2,0
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,rage_barbarian,miner,poison,goblin_gang,mega_minion,battle_ram,lava_hound,tombstone,the_log,electro_wizard,3,1
fire_fireball,zap,minion,skeleton_horde,lava_hound,chr_balloon,rage_barbarian,miner,lava_hound,barbarians,minion,minion_horde,order_volley,building_elixir_collector,lightning,chr_balloon,3,1
knight,bowler,graveyard,poison,skeletons,mega_minion,electro_wizard,tornado,giant,zap,hog_rider,mega_minion,fire_fireball,poison,archers,chr_witch,2,1
knight,bowler,graveyard,poison,skeletons,mega_minion,electro_wizard,tornado,electro_wizard,the_log,miner,skeleton_horde,firespirit_hut,fire_fireball,hog_rider,minion,2,1
knight,bowler,graveyard,poison,zap,mega_minion,electro_wizard,tornado,royal_giant,angry_barbarian,archers,minion,miner,zap,firespirit_hut,fire_fireball,3,0
snow_spirits,order_volley,freeze,minion,mega_minion,lava_hound,skeleton_horde,chr_balloon,princess,building_inferno,hog_rider,the_log,poison,skeleton_horde,goblin_barrel,goblin_gang,2,1
snow_spirits,order_volley,freeze,minion,mega_minion,lava_hound,skeleton_horde,chr_balloon,goblin_gang,pekka,poison,electro_wizard,the_log,skeletons,hog_rider,firespirit_hut,3,1
snow_spirits,order_volley,freeze,minion,mega_minion,lava_hound,skeleton_horde,chr_balloon,building_elixir_collector,the_log,skeletons,electro_wizard,chr_golem,baby_dragon,minion,lightning,3,0
snow_spirits,order_volley,freeze,minion,mega_minion,lava_hound,skeleton_horde,chr_balloon,building_inferno,goblin_gang,skeleton_horde,hog_rider,princess,goblin_barrel,the_log,poison,3,1
